,Car1,Car2,Car3,Car4,Car5,Car6,Car7,Car8,Car9
1712,76.0,52.0,52.0,41.0,27.0,29.0,34.0,21.0,21.0
1713,76.0,53.0,51.0,43.0,32.0,28.0,29.0,21.0,21.0
1714,76.0,53.0,48.0,44.0,29.0,28.0,34.0,20.0,20.0
1715,76.0,53.0,51.0,41.0,28.0,29.0,30.0,21.0,22.0
1716,76.0,53.0,51.0,40.0,29.0,29.0,29.0,22.0,21.0
1717,76.0,54.0,52.0,41.0,26.0,32.0,31.0,24.0,22.0
1718,76.0,52.0,50.0,40.0,29.0,31.0,28.0,25.0,21.0
1719,76.0,53.0,48.0,40.0,31.0,30.0,30.0,26.0,21.0
1720,77.0,53.0,50.0,40.0,34.0,28.0,33.0,26.0,21.0
1721,76.0,53.0,48.0,41.0,35.0,27.0,26.0,26.0,21.0
1722,76.0,53.0,50.0,40.0,33.0,29.0,25.0,26.0,22.0
1723,76.0,53.0,48.0,41.0,32.0,31.0,29.0,25.0,21.0
1724,77.0,53.0,50.0,44.0,32.0,28.0,29.0,26.0,20.0
1725,76.0,53.0,47.0,40.0,36.0,31.0,29.0,26.0,21.0
1726,76.0,55.0,48.0,44.0,28.0,26.0,28.0,26.0,22.0
1727,76.0,55.0,51.0,41.0,30.0,28.0,31.0,26.0,21.0
1728,77.0,55.0,51.0,41.0,32.0,27.0,31.0,26.0,22.0
1729,77.0,55.0,50.0,41.0,30.0,30.0,29.0,26.0,20.0
1730,76.0,55.0,50.0,44.0,34.0,32.0,32.0,24.0,20.0
1731,76.0,54.0,51.0,44.0,34.0,30.0,31.0,24.0,20.0
1732,78.0,54.0,50.0,41.0,29.0,29.0,32.0,22.0,21.0
1733,77.0,53.0,48.0,41.0,28.0,31.0,31.0,21.0,21.0
1734,78.0,53.0,50.0,40.0,33.0,30.0,32.0,23.0,21.0
1735,77.0,53.0,50.0,44.0,27.0,31.0,29.0,23.0,20.0
1736,77.0,53.0,51.0,41.0,27.0,30.0,30.0,24.0,20.0
1737,78.0,53.0,48.0,44.0,35.0,29.0,27.0,24.0,20.0
1738,77.0,54.0,52.0,44.0,34.0,27.0,28.0,24.0,21.0
1739,79.0,53.0,51.0,42.0,29.0,30.0,31.0,24.0,20.0
1740,78.0,54.0,51.0,44.0,28.0,30.0,33.0,25.0,19.0
1741,78.0,54.0,47.0,41.0,29.0,31.0,31.0,25.0,20.0
1742,78.0,54.0,51.0,41.0,32.0,29.0,30.0,23.0,21.0
1743,78.0,54.0,52.0,41.0,32.0,30.0,29.0,24.0,21.0
1744,78.0,54.0,51.0,41.0,33.0,30.0,29.0,22.0,20.0
1745,78.0,55.0,51.0,41.0,27.0,29.0,27.0,22.0,20.0
1746,77.0,55.0,52.0,41.0,28.0,29.0,30.0,23.0,20.0
1747,78.0,54.0,52.0,44.0,28.0,30.0,29.0,25.0,22.0
1748,79.0,54.0,51.0,41.0,34.0,30.0,27.0,22.0,21.0
1749,77.0,55.0,49.0,44.0,30.0,26.0,27.0,23.0,21.0
1750,78.0,53.0,51.0,40.0,27.0,31.0,25.0,23.0,21.0
1751,77.0,54.0,52.0,43.0,26.0,30.0,25.0,24.0,20.0
1752,77.0,53.0,50.0,41.0,26.0,32.0,27.0,24.0,22.0
1753,77.0,53.0,51.0,40.0,27.0,29.0,23.0,24.0,22.0
1754,78.0,53.0,48.0,40.0,32.0,29.0,27.0,25.0,22.0
1755,78.0,54.0,50.0,41.0,33.0,32.0,28.0,26.0,22.0
1756,79.0,53.0,52.0,41.0,32.0,29.0,26.0,25.0,22.0
1757,79.0,53.0,51.0,41.0,32.0,27.0,30.0,25.0,22.0
1758,79.0,53.0,53.0,41.0,33.0,26.0,29.0,25.0,22.0
1759,78.0,54.0,46.0,41.0,38.0,28.0,26.0,24.0,22.0
1760,78.0,53.0,52.0,41.0,38.0,30.0,33.0,24.0,21.0
1761,78.0,53.0,52.0,41.0,34.0,29.0,30.0,25.0,21.0
1762,78.0,53.0,50.0,41.0,35.0,30.0,30.0,24.0,21.0
1763,78.0,54.0,49.0,41.0,30.0,30.0,26.0,24.0,20.0
1764,79.0,54.0,52.0,40.0,33.0,31.0,32.0,26.0,21.0
1765,79.0,54.0,52.0,41.0,33.0,32.0,31.0,26.0,20.0
1766,78.0,53.0,54.0,40.0,37.0,30.0,30.0,26.0,20.0
1767,78.0,54.0,50.0,40.0,30.0,28.0,26.0,25.0,21.0
1768,78.0,54.0,50.0,41.0,28.0,27.0,24.0,25.0,20.0
1769,79.0,54.0,53.0,41.0,30.0,28.0,25.0,25.0,20.0
1770,78.0,54.0,53.0,41.0,30.0,27.0,20.0,25.0,20.0
1771,78.0,53.0,50.0,40.0,31.0,30.0,24.0,26.0,20.0
1772,78.0,53.0,43.0,41.0,33.0,28.0,28.0,27.0,21.0
1773,77.0,54.0,49.0,43.0,27.0,28.0,28.0,27.0,20.0
1774,77.0,53.0,45.0,44.0,29.0,30.0,30.0,26.0,20.0
1775,77.0,53.0,50.0,44.0,28.0,27.0,33.0,25.0,21.0
1776,77.0,53.0,47.0,40.0,33.0,30.0,31.0,25.0,20.0
1777,77.0,53.0,51.0,41.0,32.0,29.0,28.0,25.0,21.0
1778,77.0,54.0,52.0,41.0,26.0,30.0,30.0,25.0,20.0
1779,77.0,53.0,50.0,40.0,30.0,28.0,31.0,26.0,21.0
1780,77.0,53.0,50.0,41.0,29.0,26.0,32.0,24.0,20.0
1781,77.0,53.0,51.0,43.0,34.0,26.0,31.0,24.0,21.0
1782,78.0,53.0,49.0,40.0,31.0,28.0,34.0,25.0,21.0
1783,77.0,53.0,50.0,44.0,31.0,28.0,34.0,24.0,22.0
1784,78.0,54.0,52.0,44.0,30.0,28.0,31.0,24.0,21.0
1785,77.0,53.0,51.0,41.0,28.0,26.0,31.0,26.0,20.0
1786,78.0,54.0,51.0,40.0,29.0,27.0,30.0,24.0,20.0
1787,77.0,54.0,52.0,42.0,30.0,29.0,33.0,25.0,20.0
1788,78.0,53.0,52.0,44.0,35.0,28.0,33.0,25.0,20.0
1789,78.0,54.0,52.0,44.0,34.0,28.0,32.0,25.0,20.0
1790,78.0,55.0,51.0,41.0,33.0,28.0,32.0,25.0,20.0
1791,78.0,53.0,50.0,41.0,29.0,29.0,32.0,24.0,20.0
1792,78.0,54.0,48.0,40.0,28.0,28.0,31.0,24.0,20.0
1793,78.0,54.0,49.0,40.0,29.0,27.0,31.0,25.0,21.0
1794,78.0,52.0,51.0,41.0,28.0,26.0,33.0,25.0,20.0
1795,78.0,54.0,51.0,41.0,26.0,28.0,32.0,24.0,20.0
1796,78.0,54.0,52.0,43.0,28.0,28.0,33.0,23.0,20.0
1797,78.0,55.0,52.0,41.0,33.0,28.0,34.0,24.0,21.0
1798,78.0,53.0,50.0,41.0,34.0,28.0,34.0,24.0,22.0
1799,78.0,52.0,52.0,41.0,31.0,28.0,34.0,25.0,22.0
1800,78.0,53.0,50.0,41.0,29.0,27.0,34.0,23.0,21.0
1801,78.0,53.0,50.0,41.0,28.0,31.0,33.0,24.0,21.0
1802,78.0,54.0,50.0,40.0,26.0,28.0,33.0,24.0,22.0
1803,78.0,53.0,50.0,41.0,24.0,30.0,32.0,24.0,22.0
1804,78.0,53.0,50.0,40.0,26.0,29.0,31.0,23.0,22.0
1805,78.0,53.0,50.0,41.0,26.0,33.0,33.0,23.0,21.0
1806,78.0,54.0,50.0,43.0,26.0,30.0,32.0,24.0,21.0
1807,78.0,54.0,48.0,41.0,29.0,30.0,33.0,24.0,21.0
1808,78.0,48.0,50.0,40.0,29.0,29.0,33.0,23.0,21.0
1809,78.0,51.0,50.0,41.0,29.0,29.0,33.0,25.0,22.0
1810,78.0,53.0,52.0,41.0,29.0,31.0,34.0,25.0,21.0
1811,78.0,53.0,52.0,44.0,31.0,29.0,35.0,25.0,21.0
1812,78.0,52.0,52.0,41.0,31.0,28.0,35.0,26.0,22.0
1813,78.0,52.0,51.0,41.0,37.0,32.0,33.0,27.0,21.0
1814,77.0,53.0,52.0,44.0,34.0,35.0,30.0,26.0,21.0
1815,78.0,53.0,48.0,40.0,36.0,32.0,32.0,26.0,20.0
1816,78.0,53.0,51.0,41.0,32.0,31.0,32.0,26.0,21.0
1817,79.0,52.0,51.0,41.0,34.0,30.0,32.0,27.0,20.0
1818,78.0,52.0,51.0,43.0,32.0,32.0,32.0,27.0,21.0
1819,78.0,52.0,50.0,41.0,26.0,31.0,23.0,27.0,20.0
1820,78.0,54.0,50.0,41.0,29.0,30.0,25.0,27.0,22.0
1821,78.0,54.0,51.0,40.0,28.0,30.0,24.0,27.0,22.0
1822,78.0,54.0,49.0,41.0,28.0,30.0,23.0,27.0,22.0
1823,78.0,53.0,50.0,41.0,30.0,31.0,28.0,27.0,22.0
1824,78.0,54.0,46.0,39.0,31.0,30.0,29.0,27.0,21.0
1825,79.0,55.0,50.0,40.0,24.0,31.0,27.0,28.0,22.0
1826,78.0,54.0,49.0,39.0,15.0,31.0,27.0,28.0,21.0
1827,78.0,53.0,49.0,40.0,35.0,29.0,28.0,28.0,20.0
1828,79.0,51.0,51.0,39.0,32.0,30.0,30.0,28.0,21.0
1829,78.0,52.0,50.0,40.0,32.0,31.0,30.0,27.0,22.0
1830,78.0,53.0,51.0,40.0,32.0,30.0,27.0,27.0,21.0
1831,78.0,53.0,51.0,40.0,25.0,31.0,25.0,27.0,21.0
1832,79.0,53.0,50.0,40.0,37.0,29.0,28.0,27.0,22.0
1833,78.0,54.0,49.0,40.0,35.0,32.0,28.0,27.0,22.0
1834,79.0,54.0,47.0,40.0,35.0,32.0,25.0,26.0,20.0
1835,78.0,55.0,49.0,43.0,35.0,31.0,24.0,27.0,21.0
1836,79.0,55.0,50.0,43.0,25.0,33.0,22.0,26.0,22.0
1837,79.0,54.0,50.0,40.0,34.0,31.0,23.0,28.0,21.0
1838,79.0,54.0,47.0,39.0,37.0,31.0,25.0,29.0,21.0
1839,79.0,54.0,51.0,40.0,35.0,31.0,22.0,29.0,21.0
1840,79.0,54.0,51.0,40.0,40.0,29.0,27.0,27.0,21.0
1841,79.0,54.0,51.0,42.0,40.0,31.0,27.0,25.0,21.0
1842,79.0,53.0,51.0,40.0,37.0,30.0,27.0,26.0,20.0
1843,79.0,52.0,51.0,39.0,37.0,28.0,26.0,25.0,22.0
1844,79.0,53.0,50.0,39.0,36.0,30.0,29.0,27.0,20.0
1845,78.0,53.0,50.0,39.0,36.0,31.0,27.0,26.0,21.0
1846,78.0,53.0,50.0,39.0,39.0,29.0,27.0,27.0,21.0
1847,78.0,54.0,51.0,40.0,34.0,32.0,28.0,28.0,20.0
1848,78.0,55.0,49.0,40.0,30.0,34.0,28.0,29.0,21.0
1849,78.0,55.0,49.0,39.0,39.0,29.0,30.0,29.0,21.0
1850,78.0,54.0,49.0,40.0,35.0,29.0,30.0,28.0,21.0
1851,78.0,54.0,49.0,40.0,40.0,29.0,28.0,27.0,20.0
1852,78.0,54.0,49.0,39.0,37.0,29.0,28.0,27.0,19.0
1853,78.0,55.0,51.0,39.0,36.0,32.0,29.0,27.0,21.0
1854,78.0,54.0,50.0,42.0,30.0,30.0,26.0,27.0,20.0
1855,77.0,55.0,50.0,39.0,32.0,29.0,27.0,28.0,21.0
1856,77.0,55.0,51.0,40.0,38.0,30.0,22.0,27.0,20.0
1857,78.0,55.0,50.0,43.0,38.0,32.0,28.0,26.0,21.0
1858,78.0,54.0,51.0,40.0,30.0,28.0,25.0,26.0,21.0
1859,78.0,54.0,50.0,43.0,36.0,29.0,22.0,26.0,21.0
1860,78.0,55.0,51.0,43.0,37.0,29.0,23.0,26.0,20.0
1861,78.0,54.0,50.0,40.0,33.0,30.0,22.0,25.0,20.0
1862,79.0,54.0,51.0,40.0,31.0,31.0,26.0,25.0,21.0
1863,79.0,53.0,51.0,40.0,32.0,30.0,26.0,25.0,21.0
1864,79.0,54.0,51.0,40.0,38.0,29.0,29.0,26.0,21.0
1865,78.0,54.0,51.0,40.0,36.0,30.0,31.0,26.0,22.0
1866,79.0,54.0,51.0,39.0,34.0,32.0,32.0,27.0,20.0
1867,79.0,54.0,51.0,39.0,35.0,30.0,30.0,27.0,21.0
1868,78.0,54.0,51.0,39.0,24.0,30.0,31.0,27.0,20.0
1869,78.0,53.0,50.0,40.0,24.0,30.0,28.0,28.0,21.0
1870,78.0,53.0,49.0,40.0,23.0,31.0,35.0,27.0,21.0
1871,78.0,52.0,50.0,43.0,28.0,31.0,34.0,27.0,22.0
1872,79.0,54.0,49.0,39.0,25.0,31.0,34.0,25.0,21.0
1873,78.0,54.0,49.0,42.0,32.0,31.0,30.0,23.0,21.0
1874,79.0,53.0,50.0,39.0,32.0,29.0,31.0,22.0,21.0
1875,80.0,53.0,49.0,40.0,30.0,30.0,31.0,22.0,21.0
1876,78.0,53.0,49.0,43.0,30.0,29.0,29.0,22.0,22.0
1877,79.0,53.0,50.0,42.0,28.0,29.0,32.0,23.0,22.0
1878,79.0,53.0,47.0,40.0,29.0,33.0,31.0,23.0,22.0
1879,78.0,50.0,50.0,40.0,31.0,34.0,34.0,23.0,21.0
1880,79.0,52.0,50.0,42.0,33.0,33.0,36.0,23.0,21.0
1881,79.0,53.0,48.0,39.0,27.0,32.0,35.0,23.0,20.0
1882,79.0,53.0,52.0,39.0,29.0,29.0,34.0,23.0,20.0
1883,78.0,54.0,50.0,40.0,32.0,28.0,32.0,24.0,20.0
1884,78.0,53.0,50.0,39.0,31.0,31.0,32.0,24.0,21.0
1885,79.0,53.0,50.0,39.0,29.0,32.0,35.0,24.0,21.0
1886,79.0,53.0,51.0,40.0,26.0,31.0,33.0,24.0,21.0
1887,78.0,51.0,52.0,39.0,30.0,30.0,33.0,24.0,22.0
1888,78.0,53.0,51.0,43.0,35.0,32.0,33.0,24.0,22.0
1889,79.0,53.0,52.0,39.0,33.0,31.0,35.0,24.0,21.0
1890,79.0,55.0,51.0,39.0,34.0,32.0,32.0,24.0,22.0
1891,79.0,55.0,51.0,41.0,33.0,31.0,31.0,24.0,20.0
1892,79.0,55.0,52.0,39.0,29.0,29.0,32.0,24.0,22.0
1893,78.0,55.0,52.0,39.0,27.0,32.0,33.0,24.0,21.0
1894,79.0,54.0,51.0,39.0,31.0,30.0,31.0,24.0,21.0
1895,79.0,55.0,50.0,39.0,31.0,33.0,30.0,24.0,21.0
1896,78.0,55.0,51.0,40.0,29.0,30.0,34.0,25.0,21.0
1897,78.0,55.0,50.0,39.0,36.0,31.0,33.0,25.0,22.0
1898,79.0,54.0,49.0,39.0,35.0,33.0,33.0,25.0,19.0
1899,80.0,54.0,49.0,39.0,35.0,31.0,26.0,26.0,20.0
1900,79.0,54.0,47.0,39.0,38.0,32.0,24.0,26.0,21.0
1901,78.0,53.0,50.0,39.0,34.0,31.0,24.0,26.0,20.0
1902,79.0,52.0,50.0,39.0,33.0,31.0,25.0,26.0,20.0
1903,79.0,54.0,51.0,39.0,31.0,28.0,27.0,26.0,20.0
1904,79.0,53.0,50.0,42.0,36.0,29.0,27.0,26.0,20.0
1905,78.0,54.0,49.0,39.0,35.0,33.0,27.0,26.0,21.0
1906,79.0,54.0,47.0,39.0,36.0,28.0,23.0,26.0,21.0
1907,78.0,54.0,48.0,39.0,42.0,32.0,24.0,25.0,21.0
1908,78.0,54.0,49.0,42.0,43.0,32.0,24.0,25.0,21.0
1909,77.0,55.0,48.0,42.0,40.0,31.0,25.0,26.0,21.0
1910,78.0,55.0,43.0,42.0,38.0,30.0,28.0,25.0,22.0
1911,77.0,53.0,44.0,42.0,37.0,28.0,30.0,26.0,21.0
1912,77.0,52.0,48.0,39.0,31.0,31.0,30.0,25.0,21.0
1913,77.0,55.0,43.0,38.0,32.0,35.0,29.0,26.0,21.0
1914,77.0,55.0,44.0,42.0,32.0,31.0,31.0,26.0,21.0
1915,78.0,54.0,47.0,42.0,28.0,32.0,28.0,25.0,21.0
1916,78.0,55.0,43.0,39.0,29.0,30.0,27.0,25.0,20.0
1917,78.0,52.0,45.0,39.0,28.0,31.0,26.0,25.0,20.0
1918,78.0,53.0,48.0,39.0,36.0,32.0,28.0,24.0,21.0
1919,78.0,53.0,47.0,39.0,34.0,32.0,28.0,24.0,21.0
1920,78.0,54.0,49.0,42.0,33.0,31.0,25.0,23.0,21.0
1921,78.0,54.0,50.0,39.0,25.0,31.0,29.0,22.0,21.0
1922,78.0,55.0,46.0,39.0,28.0,30.0,29.0,23.0,21.0
1923,78.0,54.0,44.0,39.0,31.0,33.0,27.0,23.0,21.0
1924,78.0,54.0,51.0,39.0,30.0,32.0,27.0,24.0,22.0
1925,78.0,54.0,50.0,39.0,31.0,32.0,27.0,24.0,21.0
1926,78.0,53.0,45.0,40.0,36.0,31.0,27.0,24.0,21.0
1927,78.0,54.0,51.0,39.0,34.0,28.0,27.0,25.0,21.0
1928,78.0,53.0,49.0,39.0,32.0,30.0,27.0,22.0,22.0
1929,78.0,53.0,47.0,39.0,34.0,31.0,28.0,20.0,21.0
1930,77.0,53.0,50.0,39.0,32.0,32.0,28.0,21.0,22.0
1931,77.0,53.0,51.0,39.0,28.0,30.0,27.0,22.0,22.0
1932,78.0,53.0,46.0,40.0,26.0,30.0,27.0,24.0,21.0
1933,77.0,53.0,49.0,39.0,26.0,33.0,27.0,25.0,21.0
1934,76.0,53.0,50.0,39.0,30.0,32.0,28.0,25.0,21.0
1935,77.0,53.0,47.0,40.0,29.0,31.0,25.0,27.0,23.0
1936,77.0,54.0,49.0,40.0,36.0,31.0,27.0,26.0,21.0
1937,77.0,54.0,46.0,42.0,35.0,32.0,27.0,24.0,21.0
1938,76.0,53.0,50.0,40.0,26.0,31.0,24.0,24.0,22.0
1939,77.0,53.0,48.0,39.0,26.0,32.0,27.0,24.0,21.0
1940,77.0,55.0,49.0,39.0,33.0,30.0,28.0,24.0,22.0
1941,77.0,54.0,48.0,39.0,24.0,31.0,30.0,25.0,22.0
1942,77.0,53.0,48.0,39.0,33.0,32.0,30.0,24.0,21.0
1943,77.0,53.0,45.0,42.0,28.0,32.0,26.0,25.0,22.0
1944,77.0,52.0,47.0,40.0,29.0,28.0,31.0,24.0,21.0
1945,77.0,53.0,44.0,40.0,32.0,31.0,34.0,23.0,22.0
1946,77.0,54.0,46.0,43.0,32.0,30.0,33.0,25.0,22.0
1947,77.0,54.0,52.0,43.0,32.0,31.0,31.0,25.0,21.0
1948,77.0,54.0,50.0,40.0,30.0,31.0,31.0,24.0,23.0
1949,78.0,53.0,50.0,43.0,35.0,29.0,31.0,22.0,22.0
1950,78.0,53.0,49.0,40.0,32.0,31.0,30.0,23.0,24.0
1951,78.0,54.0,47.0,43.0,35.0,32.0,32.0,24.0,22.0
1952,77.0,54.0,49.0,43.0,32.0,33.0,31.0,24.0,21.0
1953,77.0,53.0,46.0,43.0,28.0,33.0,30.0,24.0,21.0
1954,77.0,53.0,49.0,40.0,29.0,30.0,27.0,24.0,22.0
1955,77.0,54.0,49.0,40.0,35.0,33.0,29.0,24.0,22.0
1956,76.0,54.0,50.0,43.0,30.0,33.0,26.0,24.0,22.0
1957,77.0,54.0,47.0,40.0,33.0,33.0,27.0,24.0,22.0
1958,78.0,54.0,50.0,40.0,29.0,31.0,30.0,23.0,21.0
1959,77.0,55.0,47.0,41.0,30.0,31.0,27.0,24.0,22.0
1960,78.0,55.0,51.0,40.0,26.0,32.0,29.0,24.0,22.0
1961,78.0,54.0,49.0,40.0,31.0,33.0,30.0,23.0,22.0
1962,77.0,55.0,51.0,39.0,35.0,31.0,31.0,23.0,21.0
1963,77.0,54.0,50.0,39.0,29.0,32.0,31.0,23.0,22.0
1964,77.0,54.0,49.0,42.0,32.0,34.0,32.0,23.0,22.0
1965,77.0,54.0,47.0,43.0,33.0,30.0,32.0,22.0,21.0
1966,77.0,55.0,50.0,43.0,31.0,30.0,31.0,22.0,22.0
1967,77.0,53.0,50.0,40.0,27.0,29.0,31.0,22.0,21.0
1968,77.0,53.0,50.0,40.0,29.0,27.0,32.0,22.0,22.0
1969,77.0,54.0,50.0,43.0,29.0,30.0,29.0,22.0,23.0
1970,77.0,53.0,50.0,43.0,35.0,33.0,32.0,23.0,22.0
1971,77.0,53.0,49.0,40.0,32.0,32.0,32.0,22.0,22.0
1972,77.0,53.0,51.0,43.0,31.0,31.0,32.0,23.0,22.0
1973,77.0,53.0,50.0,40.0,33.0,32.0,33.0,23.0,22.0
1974,77.0,54.0,49.0,42.0,28.0,31.0,30.0,24.0,22.0
1975,77.0,54.0,50.0,40.0,34.0,28.0,29.0,24.0,22.0
1976,77.0,54.0,49.0,40.0,32.0,32.0,32.0,24.0,22.0
1977,77.0,55.0,51.0,40.0,38.0,33.0,31.0,23.0,23.0
1978,77.0,54.0,50.0,43.0,39.0,29.0,34.0,24.0,22.0
1979,77.0,54.0,47.0,41.0,35.0,32.0,32.0,25.0,21.0
1980,77.0,54.0,48.0,40.0,33.0,33.0,34.0,24.0,22.0
1981,77.0,54.0,49.0,40.0,32.0,30.0,34.0,23.0,22.0
1982,77.0,54.0,46.0,43.0,35.0,28.0,33.0,23.0,22.0
1983,78.0,54.0,49.0,43.0,35.0,31.0,34.0,24.0,21.0
1984,77.0,54.0,46.0,43.0,32.0,28.0,32.0,24.0,21.0
1985,77.0,54.0,49.0,40.0,41.0,30.0,30.0,24.0,23.0
1986,77.0,54.0,50.0,43.0,29.0,28.0,28.0,24.0,22.0
1987,77.0,54.0,50.0,44.0,32.0,32.0,28.0,24.0,22.0
1988,77.0,54.0,50.0,40.0,33.0,35.0,25.0,25.0,22.0
1989,78.0,54.0,50.0,40.0,31.0,29.0,25.0,24.0,23.0
1990,77.0,54.0,50.0,43.0,32.0,33.0,26.0,24.0,23.0
1991,77.0,53.0,50.0,43.0,32.0,32.0,25.0,25.0,22.0
1992,77.0,52.0,50.0,40.0,37.0,30.0,24.0,24.0,22.0
1993,77.0,52.0,49.0,42.0,33.0,30.0,25.0,24.0,22.0
1994,77.0,53.0,50.0,43.0,35.0,28.0,24.0,24.0,23.0
1995,77.0,53.0,51.0,40.0,39.0,28.0,23.0,24.0,23.0
1996,77.0,53.0,50.0,40.0,34.0,29.0,24.0,24.0,23.0
1997,77.0,53.0,49.0,42.0,33.0,30.0,23.0,24.0,22.0
1998,77.0,54.0,49.0,43.0,34.0,33.0,24.0,24.0,22.0
1999,77.0,53.0,50.0,40.0,34.0,31.0,27.0,24.0,23.0
2000,77.0,54.0,50.0,40.0,37.0,31.0,24.0,24.0,23.0
2001,77.0,54.0,51.0,43.0,35.0,34.0,26.0,24.0,22.0
2002,77.0,54.0,51.0,40.0,36.0,31.0,27.0,25.0,22.0
2003,77.0,54.0,51.0,40.0,36.0,31.0,27.0,24.0,23.0
2004,77.0,55.0,47.0,40.0,35.0,31.0,28.0,24.0,22.0
2005,78.0,54.0,47.0,43.0,36.0,31.0,26.0,24.0,23.0
2006,77.0,54.0,50.0,40.0,35.0,30.0,26.0,24.0,22.0
2007,77.0,55.0,51.0,40.0,35.0,32.0,24.0,24.0,23.0
2008,77.0,54.0,50.0,40.0,35.0,31.0,25.0,24.0,23.0
2009,78.0,53.0,50.0,40.0,34.0,35.0,24.0,24.0,23.0
2010,77.0,54.0,49.0,41.0,36.0,33.0,28.0,25.0,23.0
2011,77.0,54.0,50.0,40.0,36.0,30.0,28.0,24.0,23.0
2012,77.0,54.0,49.0,43.0,34.0,29.0,30.0,24.0,22.0
2013,77.0,54.0,49.0,40.0,35.0,29.0,30.0,24.0,22.0
2014,77.0,54.0,49.0,40.0,34.0,31.0,30.0,24.0,23.0
2015,77.0,54.0,49.0,43.0,32.0,33.0,32.0,23.0,22.0
2016,77.0,53.0,51.0,43.0,33.0,32.0,30.0,23.0,21.0
2017,77.0,54.0,50.0,40.0,34.0,30.0,31.0,24.0,23.0
2018,77.0,54.0,50.0,43.0,32.0,28.0,32.0,24.0,22.0
2019,77.0,55.0,47.0,43.0,33.0,33.0,32.0,25.0,21.0
2020,77.0,55.0,49.0,40.0,34.0,31.0,31.0,25.0,21.0
2021,77.0,54.0,49.0,40.0,34.0,31.0,30.0,24.0,21.0
2022,77.0,54.0,49.0,40.0,37.0,31.0,30.0,24.0,21.0
2023,77.0,53.0,49.0,40.0,32.0,31.0,28.0,25.0,22.0
2024,77.0,54.0,48.0,40.0,37.0,31.0,28.0,24.0,21.0
2025,77.0,54.0,48.0,40.0,32.0,28.0,32.0,24.0,22.0
2026,77.0,54.0,48.0,43.0,37.0,32.0,31.0,25.0,22.0
2027,77.0,53.0,48.0,43.0,33.0,29.0,29.0,24.0,22.0
2028,77.0,53.0,48.0,43.0,32.0,31.0,30.0,24.0,22.0
2029,78.0,53.0,45.0,40.0,33.0,27.0,30.0,24.0,21.0
2030,77.0,55.0,45.0,40.0,32.0,33.0,29.0,24.0,21.0
2031,77.0,54.0,48.0,40.0,35.0,34.0,29.0,23.0,21.0
2032,77.0,53.0,49.0,43.0,35.0,32.0,31.0,23.0,22.0
2033,77.0,54.0,49.0,43.0,38.0,30.0,34.0,24.0,23.0
2034,77.0,53.0,51.0,43.0,35.0,27.0,33.0,24.0,22.0
2035,77.0,53.0,51.0,40.0,34.0,26.0,30.0,26.0,23.0
2036,77.0,54.0,50.0,40.0,37.0,27.0,30.0,28.0,22.0
2037,77.0,54.0,48.0,40.0,35.0,28.0,27.0,28.0,22.0
2038,77.0,53.0,48.0,40.0,36.0,30.0,30.0,28.0,22.0
2039,77.0,54.0,49.0,39.0,35.0,30.0,28.0,29.0,23.0
2040,78.0,54.0,49.0,39.0,37.0,31.0,31.0,28.0,22.0
2041,77.0,53.0,50.0,40.0,35.0,30.0,29.0,28.0,22.0
2042,77.0,53.0,51.0,39.0,36.0,32.0,27.0,27.0,21.0
2043,77.0,54.0,49.0,40.0,35.0,31.0,28.0,27.0,22.0
2044,77.0,54.0,49.0,43.0,35.0,31.0,27.0,28.0,23.0
2045,78.0,54.0,49.0,42.0,35.0,33.0,29.0,28.0,22.0
2046,77.0,54.0,50.0,40.0,34.0,31.0,32.0,27.0,22.0
2047,77.0,54.0,52.0,40.0,37.0,30.0,29.0,28.0,22.0
2048,77.0,55.0,53.0,40.0,32.0,30.0,30.0,27.0,22.0
2049,78.0,55.0,52.0,40.0,35.0,30.0,31.0,27.0,22.0
2050,77.0,54.0,51.0,40.0,31.0,32.0,30.0,28.0,22.0
2051,77.0,54.0,51.0,40.0,37.0,31.0,28.0,27.0,23.0
2052,77.0,54.0,52.0,40.0,33.0,31.0,26.0,27.0,22.0
2053,77.0,54.0,52.0,40.0,38.0,31.0,28.0,27.0,22.0
2054,77.0,54.0,52.0,40.0,34.0,33.0,27.0,27.0,22.0
2055,77.0,54.0,51.0,43.0,34.0,33.0,28.0,27.0,23.0
2056,77.0,54.0,51.0,40.0,34.0,30.0,22.0,27.0,23.0
2057,77.0,55.0,51.0,40.0,34.0,32.0,24.0,28.0,22.0
2058,77.0,54.0,50.0,39.0,35.0,32.0,28.0,27.0,22.0
2059,77.0,54.0,52.0,40.0,35.0,34.0,25.0,28.0,22.0
2060,77.0,53.0,50.0,40.0,38.0,30.0,29.0,28.0,21.0
2061,77.0,54.0,51.0,39.0,37.0,29.0,31.0,29.0,23.0
2062,78.0,54.0,51.0,39.0,35.0,33.0,31.0,28.0,22.0
2063,77.0,54.0,52.0,42.0,33.0,29.0,31.0,28.0,22.0
2064,77.0,54.0,51.0,40.0,31.0,29.0,26.0,28.0,22.0
2065,77.0,53.0,50.0,42.0,34.0,32.0,25.0,27.0,23.0
2066,77.0,54.0,50.0,39.0,35.0,33.0,24.0,27.0,23.0
2067,77.0,53.0,50.0,39.0,35.0,34.0,26.0,27.0,22.0
2068,77.0,53.0,51.0,43.0,35.0,33.0,29.0,27.0,22.0
2069,78.0,52.0,51.0,39.0,34.0,31.0,28.0,28.0,22.0
