TimeStep,Vehicle_ID,_X,_Y,_Angle,_Pos,_Speed,_Lane,_Slope
841.0,39,7347.52,13438.4,50.97,79.45,18.87,347355524#1_0,0.0
841.0,40,21765.83,13929.4,105.24,5565.8,19.54,-347355525#0_0,0.0
841.0,43,19740.4,18542.36,46.01,4663.52,22.34,1002123620#6_0,0.0
841.0,47,8608.24,15013.85,27.46,2113.2,18.78,347355524#1_0,0.0
841.0,48,17163.11,14435.46,100.6,478.83,10.94,958984632_0,0.0
841.0,5,10632.8,10356.52,357.12,3023.06,12.67,-288088612#5_0,0.0
841.0,7,2988.13,10474.27,257.87,2833.19,18.76,-229938465#1_0,0.0
842.0,10,10620.03,10548.92,177.19,1677.4,17.92,288088612#5_0,0.0
842.0,11,7825.83,9124.71,128.05,1640.75,22.31,-288088613#0_0,0.0
842.0,13,18903.21,14587.88,26.14,270.56,24.04,-974620952_0,0.0
842.0,15,9225.26,17452.26,259.93,57.8,20.01,347355525#8_0,0.0
842.0,16,15257.54,14231.62,47.81,384.77,18.45,1002123620#0_0,0.0
842.0,17,4447.35,11890.58,244.69,3202.1,20.85,-347355524#0_0,0.0
842.0,2,10570.67,13875.44,180.28,417.42,16.04,288088612#1_0,0.0
842.0,20,6951.25,11286.29,259.88,1949.48,22.16,-229938465#2_0,0.0
842.0,21,15354.75,14324.63,47.31,43.55,21.92,1002123620#1_1,0.0
842.0,22,3911.86,11637.68,244.83,3794.3,21.19,-347355524#0_0,0.0
842.0,23,21813.84,13916.32,105.24,5615.57,19.53,-347355525#0_0,0.0
842.0,25,5669.59,12472.9,244.0,1848.1,18.28,-347355524#0_0,0.0
842.0,26,7749.75,13798.99,42.11,620.19,20.33,347355524#1_0,0.0
842.0,28,7990.71,16474.21,45.63,1352.83,24.36,290273433#1_0,0.0
842.0,29,8992.4,16073.4,193.0,1432.69,20.22,-347355524#1_0,0.0
842.0,3,18802.05,14377.28,24.91,36.9,14.95,-974620952_0,0.0
842.0,31,12997.26,1616.97,157.88,6232.02,18.32,288088612#6_0,0.0
842.0,34,16396.11,15284.76,92.12,30.84,13.48,:2841711196_15_0,0.0
842.0,35,10633.27,10347.24,357.12,3013.76,13.4,-288088612#5_0,0.0
842.0,37,15495.08,14454.12,46.71,0.28,8.42,:2384737472_6_0,0.0
842.0,39,7362.85,13450.83,50.97,99.19,19.74,347355524#1_0,0.0
842.0,40,21783.68,13924.54,105.24,5584.31,18.5,-347355525#0_0,0.0
842.0,43,19756.52,18557.92,46.01,4685.93,22.41,1002123620#6_0,0.0
842.0,47,8617.14,15030.98,27.46,2132.51,19.31,347355524#1_0,0.0
842.0,48,17173.98,14433.43,100.6,489.89,11.05,958984632_0,0.0
842.0,5,10632.11,10370.36,357.12,3036.91,13.85,-288088612#5_0,0.0
842.0,7,2969.8,10470.33,257.87,2851.93,18.75,-229938465#1_0,0.0
843.0,10,10620.87,10531.74,177.19,1694.59,17.19,288088612#5_0,0.0
843.0,11,7843.76,9110.68,128.05,1663.5,22.76,-288088613#0_0,0.0
843.0,13,18913.84,14609.54,26.14,294.68,24.12,-974620952_0,0.0
843.0,15,9206.21,17448.88,259.93,77.14,19.34,347355525#8_0,0.0
843.0,16,15271.44,14244.21,47.81,403.52,18.75,1002123620#0_0,0.0
843.0,17,4429.53,11882.15,244.69,3221.81,19.71,-347355524#0_0,0.0
843.0,2,10570.6,13859.51,180.28,433.35,15.93,288088612#1_0,0.0
843.0,20,6929.11,11282.33,259.88,1971.97,22.49,-229938465#2_0,0.0
843.0,21,15370.57,14339.21,47.31,65.06,21.51,1002123620#1_1,0.0
843.0,22,3893.06,11628.84,244.83,3815.07,20.77,-347355524#0_0,0.0
843.0,23,21831.8,13911.43,105.24,5634.18,18.61,-347355525#0_0,0.0
843.0,25,5653.06,12464.84,244.0,1866.5,18.39,-347355524#0_0,0.0
843.0,26,7762.65,13813.25,42.11,639.42,19.23,347355524#1_0,0.0
843.0,28,8008.65,16491.76,45.63,1377.93,25.1,290273433#1_0,0.0
843.0,29,8987.94,16054.1,193.0,1452.5,19.81,-347355524#1_0,0.0
843.0,3,18808.93,14392.09,24.91,53.23,16.33,-974620952_0,0.0
843.0,31,13004.1,1600.14,157.88,6250.19,18.17,288088612#6_0,0.0
843.0,34,16412.1,15283.78,93.56,15.48,16.02,-347355525#0_0,0.0
843.0,35,10632.58,10361.02,357.12,3027.56,13.8,-288088612#5_0,0.0
843.0,37,15497.39,14457.66,34.53,4.55,4.27,:2384737472_6_0,0.0
843.0,39,7378.3,13463.36,50.97,119.08,19.89,347355524#1_0,0.0
843.0,40,21802.32,13919.46,105.24,5603.63,19.32,-347355525#0_0,0.0
843.0,43,19772.34,18573.19,46.01,4707.92,21.99,1002123620#6_0,0.0
843.0,47,8626.21,15048.43,27.46,2152.18,19.67,347355524#1_0,0.0
843.0,48,17185.89,14431.2,100.6,502.0,12.12,958984632_0,0.0
843.0,5,10631.43,10383.73,357.12,3050.3,13.39,-288088612#5_0,0.0
843.0,7,2951.03,10466.29,257.87,2871.14,19.2,-229938465#1_0,0.0
844.0,10,10621.72,10514.52,177.19,1711.83,17.24,288088612#5_0,0.0
844.0,11,7861.0,9096.88,128.95,1685.59,22.09,-288088613#0_0,0.0
844.0,13,18924.49,14631.25,26.14,318.87,24.18,-974620952_0,0.0
844.0,15,9186.42,17445.37,259.93,97.25,20.11,347355525#8_0,0.0
844.0,16,15285.1,14256.6,47.81,421.96,18.44,1002123620#0_0,0.0
844.0,17,4410.77,11873.28,244.69,3242.56,20.75,-347355524#0_0,0.0
844.0,2,10570.52,13843.69,180.28,449.16,15.82,288088612#1_0,0.0
844.0,20,6906.88,11278.37,259.88,1994.56,22.58,-229938465#2_0,0.0
844.0,21,15386.41,14353.82,47.31,86.62,21.56,1002123620#1_1,0.0
844.0,22,3873.61,11619.71,244.83,3836.56,21.49,-347355524#0_0,0.0
844.0,23,21849.74,13906.54,105.24,5652.77,18.6,-347355525#0_0,0.0
844.0,25,5636.57,12456.79,244.0,1884.84,18.35,-347355524#0_0,0.0
844.0,26,7775.72,13827.72,42.11,658.93,19.51,347355524#1_0,0.0
844.0,28,8026.21,16509.23,44.96,1402.7,24.77,290273433#1_0,0.0
844.0,29,8983.09,16034.28,195.95,1472.92,20.42,-347355524#1_0,0.0
844.0,3,18816.5,14408.38,24.91,71.2,17.97,-974620952_0,0.0
844.0,31,13011.18,1582.72,157.88,6268.98,18.8,288088612#6_0,0.0
844.0,34,16430.55,15282.63,93.56,33.97,18.49,-347355525#0_0,0.0
844.0,35,10631.9,10374.42,357.12,3040.97,13.42,-288088612#5_0,0.0
844.0,37,15496.66,14463.74,349.43,5.64,6.31,:2384737472_12_0,0.0
844.0,39,7393.11,13475.5,50.43,138.23,19.15,347355524#1_0,0.0
844.0,40,21820.44,13914.52,105.24,5622.4,18.78,-347355525#0_0,0.0
844.0,43,19788.18,18588.48,46.01,4729.93,22.02,1002123620#6_0,0.0
844.0,47,8635.03,15065.39,27.46,2171.29,19.11,347355524#1_0,0.0
844.0,48,17196.64,14429.19,100.6,512.94,10.94,958984632_0,0.0
844.0,5,10630.76,10397.18,357.12,3063.76,13.46,-288088612#5_0,0.0
844.0,7,2932.71,10462.36,257.87,2889.87,18.73,-229938465#1_0,0.0
845.0,10,10622.6,10496.6,177.19,1729.77,17.94,288088612#5_0,0.0
845.0,11,7877.74,9083.35,128.95,1707.12,21.53,-288088613#0_0,0.0
845.0,13,18935.11,14652.88,26.14,342.97,24.1,-974620952_0,0.0
845.0,15,9167.1,17441.94,259.93,116.87,19.62,347355525#8_0,0.0
845.0,16,15298.98,14269.18,47.81,440.68,18.72,1002123620#0_0,0.0
845.0,17,4392.91,11864.83,244.69,3262.32,19.76,-347355524#0_0,0.0
845.0,2,10570.44,13827.37,180.28,465.49,16.33,288088612#1_0,0.0
845.0,20,6885.2,11274.5,259.88,2016.58,22.02,-229938465#2_0,0.0
845.0,21,15402.23,14368.42,47.31,108.14,21.53,1002123620#1_1,0.0
845.0,22,3854.44,11610.7,244.83,3857.74,21.18,-347355524#0_0,0.0
845.0,23,21867.88,13901.56,105.42,5671.59,18.81,-347355525#0_0,0.0
845.0,25,5619.19,12448.31,244.0,1904.19,19.34,-347355524#0_0,0.0
845.0,26,7788.69,13842.07,42.11,678.27,19.34,347355524#1_0,0.0
845.0,28,8043.35,16526.39,44.96,1426.95,24.25,290273433#1_0,0.0
845.0,29,8977.75,16015.6,195.95,1492.34,19.42,-347355524#1_0,0.0
845.0,3,18824.63,14425.9,24.91,90.51,19.31,-974620952_0,0.0
845.0,31,13018.16,1565.55,157.88,6287.52,18.54,288088612#6_0,0.0
845.0,34,16450.87,15281.93,91.32,54.3,20.33,-347355525#0_0,0.0
845.0,35,10631.23,10387.71,357.12,3054.28,13.3,-288088612#5_0,0.0
845.0,37,15491.41,14470.32,318.38,2.26,8.48,-803864263_0,0.0
845.0,39,7407.86,13487.69,50.43,157.37,19.14,347355524#1_0,0.0
845.0,40,21839.1,13909.44,105.24,5641.75,19.34,-347355525#0_0,0.0
845.0,43,19804.69,18604.42,46.01,4752.87,22.94,1002123620#6_0,0.0
845.0,47,8644.22,15083.08,27.46,2191.23,19.93,347355524#1_0,0.0
845.0,48,17207.71,14427.12,100.6,524.2,11.26,958984632_0,0.0
845.0,5,10630.11,10409.92,357.12,3076.52,12.76,-288088612#5_0,0.0
845.0,7,2914.6,10458.47,257.87,2908.4,18.53,-229938465#1_0,0.0
846.0,10,10623.45,10479.27,177.19,1747.12,17.35,288088612#5_0,0.0
846.0,11,7894.55,9069.77,128.95,1728.73,21.61,-288088613#0_0,0.0
846.0,13,18944.46,14674.58,16.08,6.28,23.69,-974620953_0,0.0
846.0,15,9147.84,17438.52,259.93,136.43,19.56,347355525#8_0,0.0
846.0,16,15313.17,14282.03,47.81,459.82,19.14,1002123620#0_0,0.0
846.0,17,4374.85,11856.29,244.69,3282.29,19.97,-347355524#0_0,0.0
846.0,2,10570.37,13811.34,180.28,481.52,16.03,288088612#1_0,0.0
846.0,20,6863.78,11270.68,259.88,2038.34,21.76,-229938465#2_0,0.0
846.0,21,15417.95,14382.91,47.31,129.52,21.38,1002123620#1_1,0.0
846.0,22,3835.64,11601.87,244.83,3878.51,20.77,-347355524#0_0,0.0
846.0,23,21886.1,13896.53,105.42,5690.49,18.9,-347355525#0_0,0.0
846.0,25,5602.31,12440.08,244.0,1922.97,18.78,-347355524#0_0,0.0
846.0,26,7801.9,13856.68,42.11,697.96,19.7,347355524#1_0,0.0
846.0,28,8060.46,16543.53,44.96,1451.17,24.22,290273433#1_0,0.0
846.0,29,8972.11,15995.87,195.95,1512.86,20.52,-347355524#1_0,0.0
846.0,3,18833.37,14444.72,24.91,111.26,20.75,-974620952_0,0.0
846.0,31,13025.39,1547.76,157.88,6306.73,19.2,288088612#6_0,0.0
846.0,34,16472.33,15281.43,91.32,75.77,21.47,-347355525#0_0,0.0
846.0,35,10630.57,10400.89,357.12,3067.48,13.2,-288088612#5_0,0.0
846.0,37,15483.75,14477.99,315.02,13.1,10.84,-803864263_0,0.0
846.0,39,7423.15,13500.34,50.43,177.21,19.84,347355524#1_0,0.0
846.0,40,21857.6,13904.39,105.3,5660.92,19.17,-347355525#0_0,0.0
846.0,43,19821.06,18620.23,46.01,4775.64,22.77,1002123620#6_0,0.0
846.0,47,8652.45,15100.46,24.5,2210.46,19.24,347355524#1_0,0.0
846.0,48,17219.02,14425.0,100.6,535.71,11.5,958984632_0,0.0
846.0,5,10629.48,10422.55,357.12,3089.16,12.65,-288088612#5_0,0.0
846.0,7,2896.13,10454.5,257.87,2927.29,18.89,-229938465#1_0,0.0
847.0,10,10624.32,10461.6,177.19,1764.81,17.69,288088612#5_0,0.0
847.0,11,7911.6,9055.99,128.95,1750.65,21.92,-288088613#0_0,0.0
847.0,13,18952.82,14697.12,24.83,11.66,24.11,-233223876_0,0.0
847.0,15,9128.39,17435.07,259.93,156.18,19.76,347355525#8_0,0.0
847.0,16,15327.37,14295.02,47.41,3.35,19.23,1002123620#1_0,0.0
847.0,17,4356.11,11847.42,244.69,3303.03,20.74,-347355524#0_0,0.0
847.0,2,10570.29,13795.57,180.28,497.29,15.77,288088612#1_0,0.0
847.0,20,6842.74,11266.92,259.88,2059.71,21.37,-229938465#2_0,0.0
847.0,21,15434.3,14397.99,47.31,151.77,22.24,1002123620#1_1,0.0
847.0,22,3816.93,11593.07,244.83,3899.19,20.68,-347355524#0_0,0.0
847.0,23,21903.97,13891.6,105.42,5709.02,18.53,-347355525#0_0,0.0
847.0,25,5585.7,12431.98,244.0,1941.45,18.48,-347355524#0_0,0.0
847.0,26,7814.96,13871.13,42.11,717.43,19.47,347355524#1_0,0.0
847.0,28,8078.13,16561.23,44.96,1476.18,25.01,290273433#1_0,0.0
847.0,29,8966.7,15976.93,195.95,1532.56,19.7,-347355524#1_0,0.0
847.0,3,18842.76,14464.68,26.1,133.33,22.07,-974620952_0,0.0
847.0,31,13032.24,1530.92,157.88,6324.9,18.18,288088612#6_0,0.0
847.0,34,16494.04,15280.93,91.32,97.49,21.72,-347355525#0_0,0.0
847.0,35,10629.93,10413.61,357.12,3080.22,12.74,-288088612#5_0,0.0
847.0,37,15474.31,14487.44,315.02,26.46,13.35,-803864263_0,0.0
847.0,39,7437.82,13512.45,50.43,196.23,19.02,347355524#1_0,0.0
847.0,40,21875.55,13899.44,105.42,5679.55,18.62,-347355525#0_0,0.0
847.0,43,19837.28,18635.89,46.01,4798.18,22.54,1002123620#6_0,0.0
847.0,47,8660.3,15117.67,24.5,2229.38,18.91,347355524#1_0,0.0
847.0,48,17230.56,14422.84,100.6,547.45,11.74,958984632_0,0.0
847.0,5,10628.8,10435.9,357.12,3102.53,13.37,-288088612#5_0,0.0
847.0,7,2877.54,10450.32,257.27,2946.34,19.05,-229938465#1_0,0.0
848.0,10,10625.22,10443.46,177.11,1782.98,18.16,288088612#5_0,0.0
848.0,11,7928.65,9042.2,128.95,1772.58,21.93,-288088613#0_0,0.0
848.0,13,18962.93,14718.97,24.83,35.73,24.07,-233223876_0,0.0
848.0,15,9109.28,17431.67,259.93,175.59,19.41,347355525#8_0,0.0
848.0,16,15340.91,14307.5,47.31,21.76,18.41,1002123620#1_0,0.0
848.0,17,4337.46,11838.61,244.69,3323.66,20.62,-347355524#0_0,0.0
848.0,2,10570.21,13779.38,180.28,513.47,16.19,288088612#1_0,0.0
848.0,20,6820.93,11263.03,259.88,2081.87,22.16,-229938465#2_0,0.0
848.0,21,15452.71,14410.62,47.31,173.86,22.09,1002123620#1_0,0.0
848.0,22,3797.54,11583.96,244.83,3920.62,21.43,-347355524#0_0,0.0
848.0,23,21922.13,13886.59,105.42,5727.86,18.84,-347355525#0_0,0.0
848.0,25,5568.63,12423.65,244.0,1960.43,18.99,-347355524#0_0,0.0
848.0,26,7828.35,13885.95,42.11,737.41,19.98,347355524#1_0,0.0
848.0,28,8095.87,16578.99,44.96,1501.28,25.1,290273433#1_0,0.0
848.0,29,8961.17,15957.56,195.95,1552.7,20.15,-347355524#1_0,0.0
848.0,3,18853.15,14485.85,26.14,156.91,23.58,-974620952_0,0.0
848.0,31,13039.22,1513.75,157.88,6343.44,18.54,288088612#6_0,0.0
848.0,34,16515.9,15280.43,91.32,119.35,21.86,-347355525#0_0,0.0
848.0,35,10629.26,10426.92,357.12,3093.54,13.32,-288088612#5_0,0.0
848.0,37,15463.68,14498.08,315.02,41.5,15.04,-803864263_0,0.0
848.0,39,7453.02,13525.02,50.43,215.96,19.73,347355524#1_0,0.0
848.0,40,21893.71,13894.43,105.42,5698.38,18.83,-347355525#0_0,0.0
848.0,43,19853.55,18651.6,46.01,4820.79,22.61,1002123620#6_0,0.0
848.0,47,8668.38,15135.41,24.5,2248.87,19.5,347355524#1_0,0.0
848.0,48,17242.46,14420.61,100.6,559.56,12.11,958984632_0,0.0
848.0,5,10628.17,10448.51,357.12,3115.16,12.62,-288088612#5_0,0.0
848.0,7,2858.57,10446.04,257.27,2965.8,19.46,-229938465#1_0,0.0
849.0,10,10626.1,10425.89,177.11,1800.57,17.59,288088612#5_0,0.0
849.0,11,7945.82,9028.32,128.95,1794.65,22.07,-288088613#0_0,0.0
849.0,13,18973.05,14740.84,24.83,59.83,24.1,-233223876_0,0.0
849.0,15,9090.27,17428.3,259.93,194.9,19.31,347355525#8_0,0.0
849.0,16,15354.87,14320.38,47.31,40.75,18.99,1002123620#1_0,0.0
849.0,17,4319.41,11830.07,244.69,3343.62,19.97,-347355524#0_0,0.0
849.0,2,10570.13,13763.11,180.28,529.75,16.27,288088612#1_0,0.0
849.0,20,6799.04,11259.12,259.88,2104.1,22.23,-229938465#2_0,0.0
849.0,21,15468.63,14425.3,47.31,195.51,21.65,1002123620#1_0,0.0
849.0,22,3779.08,11575.29,244.83,3941.01,20.39,-347355524#0_0,0.0
849.0,23,21940.42,13881.55,105.42,5746.83,18.98,-347355525#0_0,0.0
849.0,25,5551.84,12415.46,244.0,1979.12,18.68,-347355524#0_0,0.0
849.0,26,7841.68,13900.7,42.11,757.3,19.88,347355524#1_0,0.0
849.0,28,8113.17,16596.31,44.96,1525.76,24.48,290273433#1_0,0.0
849.0,29,8955.59,15938.03,195.95,1573.01,20.31,-347355524#1_0,0.0
849.0,3,18863.74,14507.44,26.14,180.95,24.05,-974620952_0,0.0
849.0,31,13046.04,1496.96,157.88,6361.56,18.12,288088612#6_0,0.0
849.0,34,16537.68,15279.92,91.32,141.13,21.78,-347355525#0_0,0.0
849.0,35,10628.61,10439.69,357.12,3106.33,12.79,-288088612#5_0,0.0
849.0,37,15452.44,14509.33,315.02,57.4,15.9,-803864263_0,0.0
849.0,39,7468.4,13537.73,50.43,235.91,19.95,347355524#1_0,0.0
849.0,40,21911.41,13889.55,105.42,5716.74,18.36,-347355525#0_0,0.0
849.0,43,19869.97,18667.45,46.01,4843.62,22.83,1002123620#6_0,0.0
849.0,47,8676.49,15153.19,24.5,2268.42,19.54,347355524#1_0,0.0
849.0,48,17253.85,14418.48,100.6,571.14,11.58,958984632_0,0.0
849.0,5,10627.5,10462.1,357.18,3128.76,13.61,-288088612#5_0,0.0
849.0,7,2840.13,10441.87,257.27,2984.7,18.91,-229938465#1_0,0.0
850.0,10,10626.98,10408.55,177.11,1817.93,17.36,288088612#5_0,0.0
850.0,11,7963.22,9014.26,128.95,1817.02,22.37,-288088613#0_0,0.0
850.0,13,18983.33,14763.05,24.83,84.31,24.48,-233223876_0,0.0
850.0,15,9070.3,17424.75,259.93,215.18,20.28,347355525#8_0,0.0
850.0,16,15368.79,14333.22,47.31,59.69,18.94,1002123620#1_0,0.0
850.0,17,4300.56,11821.15,244.69,3364.48,20.86,-347355524#0_0,0.0
850.0,2,10569.97,13747.53,181.28,545.33,15.58,288088612#1_0,0.0
850.0,20,6777.38,11255.26,259.88,2126.1,22.0,-229938465#2_0,0.0
850.0,21,15484.96,14440.36,47.31,217.73,22.22,1002123620#1_0,0.0
850.0,22,3759.76,11566.21,244.83,3962.36,21.35,-347355524#0_0,0.0
850.0,23,21959.24,13876.35,105.42,5766.35,19.52,-347355525#0_0,0.0
850.0,25,5534.47,12406.98,244.0,1998.45,19.33,-347355524#0_0,0.0
850.0,26,7854.48,13914.93,41.54,776.44,19.14,347355524#1_0,0.0
850.0,28,8130.65,16614.25,44.1,1550.81,25.05,290273433#1_0,0.0
850.0,29,8950.03,15918.58,195.95,1593.25,20.23,-347355524#1_0,0.0
850.0,3,18874.32,14529.01,26.14,204.98,24.03,-974620952_0,0.0
850.0,31,13052.95,1479.96,157.88,6379.92,18.35,288088612#6_0,0.0
850.0,34,16559.06,15279.43,91.32,162.52,21.39,-347355525#0_0,0.0
850.0,35,10627.96,10452.73,357.15,3119.38,13.05,-288088612#5_0,0.0
850.0,37,15441.32,14520.45,315.02,73.12,15.72,-803864263_0,0.0
850.0,39,7483.63,13550.32,50.43,255.67,19.75,347355524#1_0,0.0
850.0,40,21929.43,13884.58,105.42,5735.43,18.7,-347355525#0_0,0.0
850.0,43,19885.75,18682.68,46.01,4865.55,21.93,1002123620#6_0,0.0
850.0,47,8684.54,15170.84,24.5,2287.82,19.4,347355524#1_0,0.0
850.0,48,17264.71,14416.45,100.6,582.19,11.05,958984632_0,0.0
850.0,5,10626.82,10475.87,357.18,3142.55,13.79,-288088612#5_0,0.0
850.0,7,2820.98,10437.54,257.27,3004.33,19.63,-229938465#1_0,0.0
851.0,10,10627.84,10391.37,177.11,1835.14,17.2,288088612#5_0,0.0
851.0,11,7980.78,9000.07,128.95,1839.6,22.58,-288088613#0_0,0.0
851.0,13,18993.74,14785.56,24.83,109.11,24.8,-233223876_0,0.0
851.0,15,9050.78,17421.29,259.93,235.01,19.82,347355525#8_0,0.0
851.0,16,15382.87,14346.2,47.31,78.85,19.16,1002123620#1_0,0.0
851.0,17,4282.7,11812.7,244.69,3384.23,19.75,-347355524#0_0,0.0
851.0,2,10569.25,13730.79,182.45,562.09,16.76,288088612#1_0,0.0
851.0,20,6755.96,11251.44,259.88,2147.86,21.76,-229938465#2_0,0.0
851.0,21,15501.27,14455.28,48.3,5.63,22.13,:2384737472_4_0,0.0
851.0,22,3741.19,11557.49,244.83,3982.87,20.52,-347355524#0_0,0.0
851.0,23,21977.49,13871.32,105.42,5785.29,18.93,-347355525#0_0,0.0
851.0,25,5517.34,12398.63,244.0,2017.5,19.05,-347355524#0_0,0.0
851.0,26,7867.55,13930.19,40.58,796.52,20.08,347355524#1_0,0.0
851.0,28,8147.35,16631.49,44.1,1574.81,24.0,290273433#1_0,0.0
851.0,29,8944.35,15898.72,195.95,1613.9,20.65,-347355524#1_0,0.0
851.0,3,18884.44,14549.62,26.14,227.94,22.96,-974620952_0,0.0
851.0,31,13060.12,1462.32,157.88,6398.96,19.04,288088612#6_0,0.0
851.0,34,16580.75,15279.3,90.31,184.22,21.7,-347355525#0_0,0.0
851.0,35,10627.26,10466.96,357.18,3133.64,14.25,-288088612#5_0,0.0
851.0,37,15429.94,14531.84,315.02,89.22,16.1,-803864263_0,0.0
851.0,39,7498.53,13562.63,50.43,274.99,19.33,347355524#1_0,0.0
851.0,40,21948.92,13879.2,105.42,5755.65,20.22,-347355525#0_0,0.0
851.0,43,19902.15,18698.52,46.01,4888.35,22.8,1002123620#6_0,0.0
851.0,47,8692.66,15188.68,24.5,2307.41,19.6,347355524#1_0,0.0
851.0,48,17275.93,14414.35,100.6,593.61,11.42,958984632_0,0.0
851.0,5,10626.18,10488.85,357.18,3155.54,12.99,-288088612#5_0,0.0
851.0,7,2801.91,10433.23,257.27,3023.89,19.55,-229938465#1_0,0.0
852.0,10,10628.75,10373.42,177.11,1853.11,17.97,288088612#5_0,0.0
852.0,11,7998.08,8986.09,128.95,1861.84,22.24,-288088613#0_0,0.0
852.0,13,19003.88,14807.46,24.83,133.24,24.13,-233223876_0,0.0
852.0,15,9031.56,17417.88,259.93,254.53,19.53,347355525#8_0,0.0
852.0,16,15396.43,14358.71,47.31,97.29,18.44,1002123620#1_0,0.0
852.0,17,4264.1,11803.9,244.69,3404.81,20.58,-347355524#0_0,0.0
852.0,2,10568.58,13715.01,182.45,577.88,15.79,288088612#1_0,0.0
852.0,20,6734.41,11247.59,259.88,2169.76,21.89,-229938465#2_0,0.0
852.0,21,15517.61,14469.49,49.42,13.26,21.69,1002123620#2_0,0.0
852.0,22,3721.64,11548.3,244.83,4004.47,21.6,-347355524#0_0,0.0
852.0,23,21996.29,13866.13,105.42,5804.79,19.51,-347355525#0_0,0.0
852.0,25,5500.61,12390.47,244.0,2036.12,18.62,-347355524#0_0,0.0
852.0,26,7880.7,13945.54,40.58,816.74,20.22,347355524#1_0,0.0
852.0,28,8164.02,16648.69,44.1,1598.77,23.96,290273433#1_0,0.0
852.0,29,8938.85,15879.48,195.95,1633.91,20.02,-347355524#1_0,0.0
852.0,3,18895.03,14571.2,26.14,251.98,24.03,-974620952_0,0.0
852.0,31,13066.67,1445.31,159.42,6417.18,18.23,288088612#6_0,0.0
852.0,34,16602.44,15279.19,90.31,205.9,21.69,-347355525#0_0,0.0
852.0,35,10626.62,10479.97,357.18,3146.66,13.02,-288088612#5_0,0.0
852.0,37,15418.66,14543.13,315.02,105.19,15.96,-803864263_0,0.0
852.0,39,7513.16,13574.72,50.43,293.98,18.99,347355524#1_0,0.0
852.0,40,21967.72,13874.01,105.42,5775.15,19.5,-347355525#0_0,0.0
852.0,43,19917.83,18713.66,46.01,4910.15,21.8,1002123620#6_0,0.0
852.0,47,8700.86,15206.67,24.5,2327.19,19.77,347355524#1_0,0.0
852.0,48,17287.88,14412.11,100.6,605.77,12.15,958984632_0,0.0
852.0,5,10625.51,10502.55,357.19,3169.27,13.72,-288088612#5_0,0.0
852.0,7,2783.33,10429.04,257.27,3042.94,19.05,-229938465#1_0,0.0
853.0,10,10629.61,10356.23,177.11,1870.32,17.21,288088612#5_0,0.0
853.0,11,8014.84,8972.54,128.95,1883.4,21.55,-288088613#0_0,0.0
853.0,13,19013.94,14829.56,23.78,157.53,24.29,-233223876_0,0.0
853.0,15,9012.55,17414.5,259.93,273.84,19.31,347355525#8_0,0.0
853.0,16,15410.07,14371.3,47.31,115.85,18.56,1002123620#1_0,0.0
853.0,17,4245.44,11795.08,244.69,3425.45,20.64,-347355524#0_0,0.0
853.0,2,10567.87,13698.53,182.45,594.37,16.5,288088612#1_0,0.0
853.0,20,6712.91,11243.75,259.88,2191.59,21.84,-229938465#2_0,0.0
853.0,21,15534.64,14484.07,49.42,35.68,22.42,1002123620#2_0,0.0
853.0,22,3702.3,11539.22,244.83,4025.84,21.37,-347355524#0_0,0.0
853.0,23,22014.29,13861.17,105.42,5823.46,18.67,-347355525#0_0,0.0
853.0,25,5484.19,12382.46,244.0,2054.39,18.26,-347355524#0_0,0.0
853.0,26,7893.82,13960.86,40.58,836.91,20.17,347355524#1_0,0.0
853.0,28,8180.66,16665.85,44.1,1622.67,23.9,290273433#1_0,0.0
853.0,29,8933.42,15860.47,195.95,1653.68,19.77,-347355524#1_0,0.0
853.0,3,18905.25,14592.04,26.14,275.19,23.22,-974620952_0,0.0
853.0,31,13073.25,1427.8,159.42,6435.88,18.7,288088612#6_0,0.0
853.0,34,16624.47,15279.07,90.31,227.93,22.03,-347355525#0_0,0.0
853.0,35,10625.96,10493.27,357.18,3159.98,13.32,-288088612#5_0,0.0
853.0,37,15406.04,14553.4,308.87,121.47,16.28,-803864263_0,0.0
853.0,39,7528.08,13587.05,50.43,313.33,19.34,347355524#1_0,0.0
853.0,40,21986.3,13868.89,105.42,5794.43,19.27,-347355525#0_0,0.0
853.0,43,19934.37,18729.63,46.01,4933.14,22.99,1002123620#6_0,0.0
853.0,47,8708.63,15223.71,24.5,2345.92,18.73,347355524#1_0,0.0
853.0,48,17299.5,14409.94,100.6,617.59,11.83,958984632_0,0.0
853.0,5,10624.84,10516.16,357.19,3182.9,13.63,-288088612#5_0,0.0
853.0,7,2764.45,10424.77,257.27,3062.3,19.36,-229938465#1_0,0.0
854.0,10,10630.51,10338.55,177.11,1888.02,17.71,288088612#5_0,0.0
854.0,11,8032.51,8958.33,128.51,1906.07,22.67,-288088613#0_0,0.0
854.0,13,19023.76,14851.85,23.78,181.88,24.36,-233223876_0,0.0
854.0,15,8992.66,17410.97,259.93,294.04,20.2,347355525#8_0,0.0
854.0,16,15423.71,14383.88,47.31,134.41,18.56,1002123620#1_0,0.0
854.0,17,4227.19,11786.45,244.69,3445.64,20.19,-347355524#0_0,0.0
854.0,2,10567.2,13682.85,182.45,610.07,15.7,288088612#1_0,0.0
854.0,20,6690.79,11239.81,259.88,2214.06,22.47,-229938465#2_0,0.0
854.0,21,15551.15,14498.22,49.42,57.42,21.74,1002123620#2_0,0.0
